Beneficiary_ID,Name,Gender,Age,State,District,Category,Income_Level,Scheme_Availed,Benefit_Amount,Year
BEN09297,Hemal Luthra,Female,43,Rajasthan,Shimla,OBC,257071,SCH974,7966,2020
BEN09298,Waida Behl,Female,44,Andhra Pradesh,Kharagpur,ST,205722,SCH719,14122,2024
BEN09299,Ekalinga Sule,Male,36,Uttar Pradesh,Proddatur,ST,260427,SCH071,11458,2020
BEN09300,Sanya Bala,Male,68,Delhi,Chandrapur,ST,473309,SCH525,14233,2016
BEN09301,Champak Handa,Female,40,Uttar Pradesh,Rampur,ST,293921,SCH933,40546,2021
BEN09302,Balvan Bera,Male,62,Rajasthan,Ballia,OBC,401315,SCH354,30875,2021
BEN09303,Ekanta Dara,Female,34,Karnataka,Asansol,General,309372,SCH940,16188,2022
BEN09304,Atharv Apte,Female,56,Delhi,Sri Ganganagar,ST,65766,SCH672,48176,2023
BEN09305,Meera Krishna,Female,67,Andhra Pradesh,Sambhal,General,346137,SCH864,33935,2022
BEN09306,Arin Talwar,Male,19,Karnataka,Aligarh,General,69723,SCH609,41339,2022
BEN09307,Sanaya Garg,Male,67,Andhra Pradesh,Sambalpur,General,79903,SCH090,46038,2019
BEN09308,Victor Nori,Female,51,Tamil Nadu,Malegaon,ST,168509,SCH458,2077,2024
BEN09309,Frederick Jain,Male,33,Delhi,Adoni,ST,345796,SCH075,3189,2016
BEN09310,Mohini Contractor,Male,65,Karnataka,Giridih,ST,82985,SCH816,26009,2015
BEN09311,Gavin Thakur,Male,65,Rajasthan,Pondicherry,SC,312631,SCH166,43215,2023
BEN09312,Sneha Nazareth,Female,64,Rajasthan,Pudukkottai,ST,209928,SCH227,25945,2023
BEN09313,Zarna Pingle,Male,49,West Bengal,Saharsa,SC,306387,SCH924,47247,2015
BEN09314,Samar Virk,Male,67,Uttar Pradesh,Hyderabad,General,192447,SCH141,48881,2023
BEN09315,Ekani Sathe,Male,64,Delhi,Gulbarga,ST,70849,SCH423,24656,2020
BEN09316,Christopher Choudhary,Male,78,Bihar,Dehradun,General,124428,SCH916,28216,2020
BEN09317,Ryan Kumar,Male,47,Maharashtra,Katihar,OBC,187402,SCH758,3834,2021
BEN09318,Yashoda Walla,Female,32,West Bengal,Haridwar,General,477010,SCH035,39253,2016
BEN09319,Charan Dalal,Female,64,Delhi,Varanasi,ST,160323,SCH444,32373,2018
BEN09320,Kabir Vora,Female,68,Rajasthan,Agra,General,309912,SCH718,35685,2019
BEN09321,Raghav Grover,Male,39,Uttar Pradesh,Medininagar,ST,117170,SCH889,43588,2018
BEN09322,Amruta Patel,Female,41,West Bengal,Saharsa,General,255569,SCH319,41500,2018
BEN09323,Zayan Grover,Male,31,West Bengal,Jhansi,SC,330134,SCH948,23095,2018
BEN09324,Ekapad Kurian,Female,52,Rajasthan,Sambhal,ST,242777,SCH779,4075,2024
BEN09325,Thomas Ramachandran,Male,28,Karnataka,Amravati,ST,444279,SCH734,39800,2018
BEN09326,Yashvi Doshi,Male,28,Delhi,Howrah,OBC,146707,SCH747,23372,2021
BEN09327,Suhani Mahal,Female,19,Uttar Pradesh,Kurnool,ST,389575,SCH314,39125,2016
BEN09328,Krish Muni,Male,21,Delhi,Anand,SC,91933,SCH842,35803,2023
BEN09329,Widisha Suresh,Male,63,Bihar,Hospet,ST,98576,SCH585,42087,2024
BEN09330,Omisha Lalla,Female,33,West Bengal,Nellore,General,313623,SCH912,27087,2018
BEN09331,Hemang Sandhu,Female,69,Andhra Pradesh,Bellary,SC,358164,SCH560,9327,2025
BEN09332,Bhavika Dutt,Male,66,Karnataka,Parbhani,General,257024,SCH800,17426,2016
BEN09333,Sai Minhas,Male,20,Rajasthan,Purnia,OBC,315955,SCH209,49986,2024
BEN09334,Bhavna Saxena,Male,72,Tamil Nadu,Bhilwara,ST,57278,SCH601,16438,2019
BEN09335,Zayan Yadav,Female,70,Maharashtra,Bhiwandi,ST,366003,SCH784,31724,2019
BEN09336,Yahvi Krishnan,Male,78,Tamil Nadu,Meerut,ST,488677,SCH179,39676,2023
BEN09337,Pahal Barman,Female,61,Uttar Pradesh,Hosur,SC,337264,SCH395,29946,2015
BEN09338,Megha Sankaran,Female,68,Delhi,Ozhukarai,General,60922,SCH150,30144,2017
BEN09339,Ubika Varma,Male,21,Karnataka,Pune,OBC,197089,SCH025,48470,2018
BEN09340,Januja Chaudry,Male,56,Delhi,Kakinada,ST,54123,SCH215,20874,2020
BEN09341,Robert Patla,Female,78,Bihar,Jabalpur,General,316841,SCH736,47215,2025
BEN09342,Saumya Narain,Male,79,Andhra Pradesh,Lucknow,SC,217827,SCH815,41571,2022
BEN09343,Tripti Barman,Male,42,Andhra Pradesh,Bhavnagar,OBC,423572,SCH706,29761,2018
BEN09344,Kala Nori,Male,52,Rajasthan,Dindigul,SC,87864,SCH034,17716,2016
BEN09345,Omaja Barad,Male,45,Delhi,Adoni,ST,404654,SCH774,12498,2015
BEN09346,Dayita Dugar,Male,70,West Bengal,Jamnagar,SC,287907,SCH733,35050,2018
BEN09347,Kiaan Dara,Male,69,Maharashtra,Mangalore,General,74227,SCH726,30649,2018
BEN09348,Warinder Wali,Female,40,Bihar,Karaikudi,ST,140844,SCH200,46691,2025
BEN09349,Anita Vora,Male,51,Delhi,Chandrapur,General,227009,SCH886,5320,2016
BEN09350,Owen Tak,Female,69,Maharashtra,Alappuzha,SC,325839,SCH561,7475,2015
BEN09351,Vaishnavi Choudhary,Female,20,Maharashtra,Tenali,General,234673,SCH360,18994,2017
BEN09352,Nidhi Devi,Female,70,Uttar Pradesh,Ujjain,OBC,173740,SCH522,23974,2017
BEN09353,Chakradhar Nayar,Male,67,Bihar,Bhind,General,361245,SCH236,33837,2023
BEN09354,Xavier Toor,Female,44,Tamil Nadu,Kalyan-Dombivli,General,74555,SCH452,23841,2025
BEN09355,Inaya Dewan,Male,30,Maharashtra,Sultan Pur Majra,ST,288546,SCH492,9336,2017
BEN09356,Bakhshi Suresh,Female,49,Bihar,Bally,OBC,440226,SCH891,23478,2024
BEN09357,Chanchal Dayal,Male,30,Bihar,Korba,General,242974,SCH728,32513,2017
BEN09358,Nitesh Nigam,Female,70,Karnataka,Tadepalligudem,General,206149,SCH259,7058,2021
BEN09359,Ridhi Dave,Female,42,Karnataka,Nagaon,General,347017,SCH410,8513,2017
BEN09360,Sanaya Pillay,Female,48,Maharashtra,Sambhal,General,318722,SCH268,9757,2025
BEN09361,Benjamin Kumar,Female,35,Karnataka,Lucknow,OBC,445080,SCH138,11905,2021
BEN09362,Jalsa Kunda,Male,41,Delhi,Jammu,SC,472063,SCH989,38783,2018
BEN09363,Kritika Thakur,Female,49,Maharashtra,Rajahmundry,OBC,312731,SCH361,17379,2021
BEN09364,Omya D’Alia,Male,18,Bihar,Berhampore,SC,173188,SCH273,34191,2023
BEN09365,Neha Gupta,Female,57,Andhra Pradesh,Bhavnagar,OBC,424192,SCH233,8501,2022
BEN09366,Naveen Anand,Male,29,Karnataka,Mangalore,General,288041,SCH403,45233,2021
BEN09367,Chanakya Basak,Male,55,Delhi,Mumbai,General,168183,SCH237,10856,2020
BEN09368,Unni Sethi,Male,42,Maharashtra,Bahraich,ST,59449,SCH201,11621,2022
BEN09369,Nitara Ahuja,Female,65,Andhra Pradesh,Bhiwandi,OBC,275906,SCH121,35548,2017
BEN09370,Dipta Ramaswamy,Male,26,Maharashtra,Pondicherry,OBC,271236,SCH148,33151,2022
BEN09371,Mugdha Barad,Female,65,Maharashtra,Giridih,General,484637,SCH159,42294,2023
BEN09372,Dayita Sem,Male,72,Bihar,Gulbarga,OBC,477962,SCH721,15353,2023
BEN09373,Ekiya Tailor,Male,75,Rajasthan,Narasaraopet,OBC,103154,SCH582,685,2024
BEN09374,Balhaar Nanda,Male,75,Maharashtra,Raichur,SC,219838,SCH708,9237,2024
BEN09375,Isaiah Verma,Female,68,Tamil Nadu,Suryapet,OBC,82491,SCH636,31357,2015
BEN09376,Pranit Chawla,Female,61,Maharashtra,Kottayam,SC,107857,SCH977,29801,2018
BEN09377,Amol Iyengar,Female,41,Uttar Pradesh,Varanasi,SC,352657,SCH799,17897,2024
BEN09378,Warjas Gokhale,Female,63,Karnataka,Nizamabad,OBC,207749,SCH463,3288,2022
BEN09379,Garima Dutta,Female,63,Maharashtra,North Dumdum,General,275922,SCH259,18688,2017
BEN09380,Hemang Vohra,Male,75,Rajasthan,Ichalkaranji,OBC,436426,SCH177,24935,2022
BEN09381,Xalak Purohit,Female,32,Tamil Nadu,Agra,ST,145816,SCH537,21966,2025
BEN09382,Warhi Vasa,Female,80,West Bengal,Ballia,OBC,150904,SCH190,13181,2017
BEN09383,Urvi Brahmbhatt,Female,25,Maharashtra,Ballia,General,157119,SCH283,37650,2024
BEN09384,Vyanjana Barad,Male,43,Andhra Pradesh,Asansol,OBC,120670,SCH884,11585,2016
BEN09385,Gautami Reddy,Male,69,Uttar Pradesh,Gaya,General,288832,SCH335,33205,2023
BEN09386,Indira Zachariah,Male,45,West Bengal,Jaipur,OBC,120122,SCH957,46675,2018
BEN09387,Vidhi Sekhon,Male,46,Maharashtra,Narasaraopet,General,346788,SCH608,8378,2019
BEN09388,Baljiwan Dhillon,Male,37,Uttar Pradesh,Phagwara,SC,374356,SCH730,12771,2017
BEN09389,Ekaraj Prakash,Male,75,Rajasthan,Ajmer,OBC,302870,SCH956,18723,2021
BEN09390,Liam Halder,Female,71,Andhra Pradesh,New Delhi,General,204445,SCH677,49681,2020
BEN09391,Adweta Padmanabhan,Female,27,Maharashtra,Raebareli,General,54508,SCH566,32254,2017
BEN09392,Unnati Kumar,Male,73,Uttar Pradesh,Deoghar,OBC,474413,SCH356,31521,2024
BEN09393,Yutika Munshi,Female,30,Delhi,Bokaro,ST,386248,SCH770,16445,2017
BEN09394,Pavani Rajagopal,Male,80,Uttar Pradesh,Bangalore,ST,374063,SCH620,18375,2015
BEN09395,Shivansh Hayre,Male,76,Uttar Pradesh,Sirsa,OBC,73028,SCH223,37634,2025
BEN09396,Lila Shroff,Female,72,Rajasthan,Kavali,ST,319126,SCH137,44437,2019
BEN09397,Vrishti Raju,Female,32,Karnataka,Sasaram,General,239527,SCH554,30872,2017
BEN09398,Kevin Vasa,Female,41,Karnataka,Gwalior,General,461998,SCH599,41265,2022
BEN09399,Kritika Nayak,Male,60,Maharashtra,Chittoor,SC,240811,SCH734,6660,2021
BEN09400,Zaitra Bedi,Female,63,Maharashtra,Ongole,OBC,261210,SCH080,20125,2018
BEN09401,Kalpit Singh,Male,69,Andhra Pradesh,Alwar,General,242418,SCH477,45023,2019
BEN09402,Arya Ravel,Female,19,Karnataka,Dindigul,OBC,147098,SCH965,14167,2015
BEN09403,Janaki Guha,Male,57,Rajasthan,Moradabad,ST,246400,SCH273,16414,2022
BEN09404,William Singhal,Male,70,Bihar,Rewa,SC,99010,SCH598,6637,2017
BEN09405,Eta Sura,Female,51,Maharashtra,Vellore,General,454503,SCH012,38120,2021
BEN09406,Ekani Pillay,Female,70,West Bengal,Saharanpur,General,166252,SCH625,4527,2021
BEN09407,Ekansh Bhat,Female,37,Andhra Pradesh,Aligarh,ST,406589,SCH522,15998,2021
BEN09408,Udarsh Dube,Female,35,West Bengal,Rajpur Sonarpur,ST,499602,SCH089,24783,2024
BEN09409,Saksham Upadhyay,Female,42,Andhra Pradesh,Rewa,OBC,307470,SCH757,2754,2018
BEN09410,Barkha De,Female,80,Karnataka,Kirari Suleman Nagar,OBC,257594,SCH036,3659,2018
BEN09411,Christopher Raghavan,Male,77,Tamil Nadu,Warangal,General,63784,SCH698,2489,2022
BEN09412,Kabir Bedi,Male,70,West Bengal,Bilaspur,SC,347636,SCH053,18308,2015
BEN09413,Faras Chad,Male,26,Bihar,Kulti,ST,193612,SCH294,3291,2023
BEN09414,Wriddhish Nagy,Male,45,Tamil Nadu,Tezpur,SC,132486,SCH821,44555,2024
BEN09415,Wahab Krish,Female,59,Maharashtra,Raipur,OBC,348501,SCH381,31543,2020
BEN09416,Yashica Gokhale,Female,57,Karnataka,Singrauli,ST,253698,SCH996,42603,2022
BEN09417,Waida Doshi,Female,27,Karnataka,Gudivada,ST,83174,SCH044,22461,2022
BEN09418,Kavya Bedi,Female,18,West Bengal,Bikaner,ST,188066,SCH066,8331,2020
BEN09419,Aarna Desai,Male,76,Karnataka,Chinsurah,SC,398423,SCH603,23318,2018
BEN09420,Balendra Goel,Female,79,Maharashtra,Panvel,OBC,478862,SCH952,22020,2015
BEN09421,Nilima Kalita,Male,57,Karnataka,Karawal Nagar,OBC,154667,SCH604,16291,2020
BEN09422,Maanas Mann,Male,46,Bihar,Tinsukia,OBC,252684,SCH542,14930,2023
BEN09423,Joshua Khare,Male,38,Karnataka,Mangalore,General,246121,SCH455,6204,2024
BEN09424,Ekbal Tripathi,Female,62,Tamil Nadu,Phusro,OBC,260862,SCH549,37112,2019
BEN09425,Devika Balay,Female,35,Karnataka,Avadi,General,180149,SCH635,25449,2023
BEN09426,Yagnesh Morar,Female,54,Delhi,Ranchi,OBC,200993,SCH425,16186,2022
BEN09427,Mekhala Batra,Female,80,Maharashtra,Proddatur,SC,366842,SCH976,48400,2022
BEN09428,Baghyawati Pandya,Female,47,Delhi,Suryapet,OBC,55607,SCH672,38285,2024
BEN09429,Michael Hari,Male,67,Tamil Nadu,Kota,ST,445992,SCH186,27581,2015
BEN09430,Advik Kuruvilla,Male,72,Delhi,Guntur,General,324897,SCH536,12191,2016
BEN09431,Krishna Rastogi,Male,59,Bihar,South Dumdum,General,401807,SCH699,30880,2018
BEN09432,Maya Goda,Male,21,Uttar Pradesh,Visakhapatnam,ST,85403,SCH538,46537,2019
BEN09433,Bina Brahmbhatt,Male,23,Delhi,Parbhani,ST,132466,SCH110,40257,2017
BEN09434,Aarna Bail,Female,35,Bihar,Kolkata,OBC,241776,SCH750,18267,2019
BEN09435,Ayush Oza,Male,68,Andhra Pradesh,Jalandhar,OBC,364281,SCH013,6527,2020
BEN09436,Mitesh Bhandari,Female,21,Delhi,Bhubaneswar,ST,82400,SCH935,12521,2025
BEN09437,Nikita Kalla,Female,34,Uttar Pradesh,Bhilai,General,91280,SCH204,30699,2018
BEN09438,Udant Shan,Male,74,Maharashtra,Pallavaram,ST,237836,SCH126,14899,2016
BEN09439,Aarna Narang,Female,37,Delhi,Ichalkaranji,OBC,472946,SCH025,36285,2017
BEN09440,Daksha Murthy,Female,46,Tamil Nadu,Kolkata,General,372026,SCH982,25089,2022
BEN09441,Januja Pant,Male,74,Uttar Pradesh,Dharmavaram,ST,174395,SCH036,11593,2018
BEN09442,Tarak Barman,Female,75,Bihar,Dewas,ST,346335,SCH856,47046,2017
BEN09443,Aashi Brar,Male,73,Bihar,Raebareli,OBC,165662,SCH590,35819,2022
BEN09444,Anika Iyer,Male,69,Bihar,Panipat,General,302337,SCH955,39520,2025
BEN09445,Meghana Chandran,Male,32,Uttar Pradesh,Dibrugarh,OBC,221224,SCH164,6586,2017
BEN09446,Owen Basu,Male,51,Karnataka,Bhatpara,OBC,424709,SCH176,17160,2025
BEN09447,Aashi Patla,Male,59,Delhi,Kochi,SC,446087,SCH454,46751,2022
BEN09448,Ishanvi Issac,Male,23,Tamil Nadu,Gwalior,OBC,225473,SCH530,9697,2021
BEN09449,Anusha Raghavan,Female,50,West Bengal,Burhanpur,SC,309629,SCH464,37813,2021
BEN09450,Raagini Bail,Female,75,Karnataka,Ongole,SC,329218,SCH384,44123,2020
BEN09451,Tarak Ratti,Female,73,West Bengal,Hapur,ST,356750,SCH856,39384,2022
BEN09452,Xalak Jha,Female,25,Delhi,Jorhat,SC,144828,SCH583,15208,2023
BEN09453,Ayushman Agate,Male,58,Andhra Pradesh,Raipur,SC,438738,SCH377,42390,2019
BEN09454,Pavani Trivedi,Male,63,Karnataka,Davanagere,ST,402510,SCH409,34111,2015
BEN09455,Gaurav Bhardwaj,Male,74,Rajasthan,Satara,General,305814,SCH018,20287,2016
BEN09456,Leela Hari,Male,36,Delhi,Gandhinagar,General,278392,SCH852,37570,2018
BEN09457,Sachi Prashad,Male,25,Andhra Pradesh,Khandwa,ST,409479,SCH433,9326,2017
BEN09458,Sarthak Bawa,Female,78,Tamil Nadu,Gaya,ST,56612,SCH146,34912,2019
BEN09459,Vansha Walla,Female,26,Bihar,Tumkur,OBC,421835,SCH401,14386,2025
BEN09460,Ridhi Rai,Male,48,Andhra Pradesh,Sambalpur,SC,172621,SCH279,6850,2024
BEN09461,Qadim Sanghvi,Male,60,Rajasthan,Tiruvottiyur,SC,356007,SCH282,32767,2024
BEN09462,Zayyan Kala,Male,71,Delhi,Pali,ST,97774,SCH947,10935,2016
BEN09463,Ijaya Pradhan,Female,31,Bihar,Tinsukia,OBC,466549,SCH687,3934,2023
BEN09464,Nandini Kunda,Female,66,Maharashtra,Mysore,OBC,448805,SCH076,8887,2022
BEN09465,Baljiwan Wadhwa,Male,64,Delhi,Raichur,SC,228345,SCH425,29591,2016
BEN09466,Aishani Tata,Male,60,Uttar Pradesh,Kavali,SC,161870,SCH536,18217,2021
BEN09467,Ridhi Vaidya,Female,51,Karnataka,Shahjahanpur,General,180016,SCH773,8734,2021
BEN09468,Devansh Sabharwal,Male,76,Maharashtra,Secunderabad,ST,149693,SCH854,34464,2015
BEN09469,Ishita Pillai,Male,58,Bihar,Muzaffarpur,OBC,180035,SCH871,44779,2016
BEN09470,Balveer Pal,Female,64,Delhi,Thanjavur,ST,454222,SCH193,16340,2025
BEN09471,Nisha Tella,Male,37,West Bengal,Thanjavur,General,244779,SCH916,1547,2023
BEN09472,Samarth Chacko,Male,68,Andhra Pradesh,Chennai,SC,216286,SCH442,26772,2016
BEN09473,Jai Sood,Female,63,Uttar Pradesh,Bhimavaram,SC,333665,SCH715,19699,2024
BEN09474,Chaaya Sane,Female,27,Andhra Pradesh,Erode,ST,109096,SCH146,36004,2023
BEN09475,Ryan Bawa,Female,34,Karnataka,Dhule,General,265186,SCH210,43976,2016
BEN09476,Zayan Dasgupta,Male,76,Uttar Pradesh,Jhansi,SC,151173,SCH299,49943,2018
BEN09477,Rushil Sur,Female,39,Andhra Pradesh,Kadapa,OBC,182824,SCH631,7965,2020
BEN09478,Leena Munshi,Male,47,Maharashtra,Bareilly,OBC,141705,SCH572,7315,2025
BEN09479,Nakul Narayanan,Male,76,Maharashtra,Kumbakonam,General,246674,SCH807,20941,2023
BEN09480,Daniel Gandhi,Female,48,Tamil Nadu,Nagpur,General,386079,SCH466,30191,2024
BEN09481,Vyanjana Bajwa,Male,72,Bihar,Ballia,SC,469109,SCH802,21638,2016
BEN09482,Guneet Rajagopalan,Female,48,Bihar,Thoothukudi,ST,122003,SCH705,6294,2025
BEN09483,Chaitanya Kar,Male,67,Rajasthan,Khammam,SC,433592,SCH809,19891,2015
BEN09484,Bimala Wagle,Male,50,Bihar,Bhiwani,SC,149801,SCH879,12381,2017
BEN09485,Aishani Sha,Male,32,Uttar Pradesh,Tenali,OBC,70249,SCH717,18609,2021
BEN09486,Ayaan D’Alia,Male,68,Karnataka,Aurangabad,ST,121513,SCH677,20936,2025
BEN09487,Anirudh Sinha,Male,63,Tamil Nadu,Sagar,SC,134659,SCH048,43566,2015
BEN09488,Saumya Dugal,Female,30,Rajasthan,Fatehpur,ST,62352,SCH605,37477,2017
BEN09489,Chakradev Bose,Female,36,Maharashtra,Gulbarga,General,78178,SCH962,11758,2016
BEN09490,Karan Raj,Male,30,Maharashtra,Giridih,SC,354691,SCH016,36644,2017
BEN09491,Balhaar Palan,Female,20,Rajasthan,Rohtak,OBC,363812,SCH283,12188,2023
BEN09492,Ekavir Sharaf,Male,74,Tamil Nadu,Pimpri-Chinchwad,ST,362979,SCH604,3202,2021
BEN09493,Tanveer Dugal,Female,68,Karnataka,Nanded,ST,422282,SCH577,7917,2017
BEN09494,Edhitha Chaudhari,Female,33,West Bengal,Adoni,OBC,384918,SCH080,30801,2019
BEN09495,Abhiram Khare,Male,68,Delhi,Buxar,General,409567,SCH747,22480,2020
BEN09496,Ayushman Mandal,Male,31,Delhi,Tiruppur,General,271688,SCH281,22180,2022
BEN09497,Oviya Bhatnagar,Female,47,Karnataka,Bhubaneswar,OBC,115127,SCH806,41499,2025
BEN09498,Ishwar Purohit,Female,62,Karnataka,Nandyal,General,342671,SCH750,23572,2019
BEN09499,Rajata Banerjee,Male,60,Karnataka,Kottayam,SC,254306,SCH749,36214,2023
BEN09500,Ekaja Puri,Male,39,Karnataka,Davanagere,ST,228463,SCH557,46314,2017
BEN09501,Yatin Gola,Male,22,Rajasthan,Rampur,SC,306991,SCH319,31512,2016
BEN09502,Harita Som,Male,22,Andhra Pradesh,Ahmednagar,OBC,260991,SCH755,569,2021
BEN09503,Adweta Kari,Male,23,West Bengal,Adoni,OBC,244321,SCH032,13071,2017
BEN09504,Hemani Kale,Male,21,Bihar,Kishanganj,ST,135019,SCH213,19421,2017
BEN09505,Tripti Kale,Male,80,Maharashtra,Bhilai,ST,366371,SCH001,44252,2024
BEN09506,Ira Kaul,Male,34,Delhi,Ludhiana,SC,232711,SCH472,36687,2019
BEN09507,Nidhi Bumb,Female,63,Maharashtra,Pimpri-Chinchwad,SC,326530,SCH782,46903,2021
BEN09508,Jeevika Sastry,Female,80,Karnataka,Rajahmundry,OBC,294165,SCH978,8738,2018
BEN09509,Jalsa Deol,Female,74,Rajasthan,Siwan,ST,407774,SCH317,38850,2017
BEN09510,Sathvik Shere,Female,69,Karnataka,Gulbarga,OBC,180572,SCH776,6436,2022
BEN09511,Faris Ganesh,Male,23,Bihar,Bareilly,General,108939,SCH101,26618,2019
BEN09512,Yashvi Ranganathan,Female,59,West Bengal,South Dumdum,OBC,120000,SCH714,36360,2020
BEN09513,Balvan Amble,Female,63,Karnataka,Moradabad,General,275473,SCH812,11971,2023
BEN09514,Gabriel Dubey,Male,62,Rajasthan,Kollam,ST,135864,SCH868,45315,2020
BEN09515,Eshana Pillai,Female,30,Maharashtra,Ramagundam,OBC,155166,SCH516,22718,2022
BEN09516,Yug Bera,Female,79,Uttar Pradesh,Jehanabad,OBC,391175,SCH307,4140,2024
BEN09517,Victor Saini,Male,60,Andhra Pradesh,Bhiwandi,General,329787,SCH308,31670,2025
BEN09518,Ladli Nair,Female,60,Uttar Pradesh,Gulbarga,ST,134923,SCH053,49345,2016
BEN09519,Kamala Chacko,Female,54,Uttar Pradesh,Aurangabad,OBC,191574,SCH609,20463,2017
BEN09520,Chavvi Garg,Male,45,Tamil Nadu,Miryalaguda,OBC,168769,SCH933,36997,2017
BEN09521,Sudiksha Saxena,Female,44,Rajasthan,Anand,OBC,101856,SCH576,17141,2024
BEN09522,Utkarsh Sahni,Male,24,Andhra Pradesh,Vadodara,ST,59211,SCH577,48198,2023
BEN09523,Liam Dey,Male,79,Rajasthan,Nagercoil,OBC,85890,SCH504,38233,2018
BEN09524,Balhaar Mangal,Female,67,Uttar Pradesh,Shimoga,ST,491380,SCH477,1799,2023
BEN09525,Zarna Lanka,Male,20,Delhi,Bhiwandi,General,164575,SCH395,22650,2017
BEN09526,Jhalak Buch,Female,33,Maharashtra,Nellore,SC,373270,SCH557,16746,2016
BEN09527,Balendra Biswas,Female,80,Andhra Pradesh,Kochi,OBC,62397,SCH584,5330,2020
BEN09528,Faris Kothari,Female,78,West Bengal,Miryalaguda,ST,460049,SCH234,47414,2019
BEN09529,Tanvi Suresh,Female,38,West Bengal,Maheshtala,OBC,200200,SCH264,31866,2016
BEN09530,Niharika Patla,Male,70,Maharashtra,Jamalpur,SC,467033,SCH995,8320,2024
BEN09531,Reyansh Malhotra,Male,29,West Bengal,Baranagar,OBC,360800,SCH830,11522,2020
BEN09532,Wakeeta Bhakta,Female,46,Maharashtra,Siwan,OBC,327295,SCH647,22744,2021
BEN09533,Eiravati Hans,Male,54,Bihar,Mau,OBC,156966,SCH187,26352,2022
BEN09534,Gunbir Mukhopadhyay,Female,31,Uttar Pradesh,Bardhaman,OBC,78219,SCH034,11236,2019
BEN09535,Nilima Master,Female,30,Bihar,Ulhasnagar,General,156690,SCH563,14702,2023
BEN09536,Januja Dasgupta,Female,20,Delhi,Bokaro,ST,56631,SCH479,39240,2024
BEN09537,Qushi Mahal,Female,48,Uttar Pradesh,Cuttack,SC,65442,SCH435,19807,2015
BEN09538,Faraj Chad,Male,45,Andhra Pradesh,Pudukkottai,OBC,104420,SCH271,10152,2017
BEN09539,Christopher Grewal,Female,20,Andhra Pradesh,Karimnagar,OBC,468802,SCH151,33657,2016
BEN09540,Balendra Bhardwaj,Male,46,Maharashtra,Khandwa,ST,362647,SCH456,49426,2022
BEN09541,Harita Raju,Female,65,Karnataka,Tezpur,ST,486461,SCH910,31003,2025
BEN09542,Anika Walia,Female,75,Rajasthan,Karimnagar,SC,257169,SCH686,37064,2020
BEN09543,Ikshita Gupta,Male,70,Maharashtra,Tiruchirappalli,SC,160912,SCH736,2285,2021
BEN09544,Avi Bhalla,Female,73,Delhi,Nashik,ST,388828,SCH981,37385,2024
BEN09545,Vincent Mahajan,Male,54,Karnataka,Rajahmundry,General,263512,SCH095,19520,2018
BEN09546,Lipika Soman,Male,75,Bihar,Gangtok,OBC,113771,SCH374,4727,2022
BEN09547,Libni Contractor,Female,30,Rajasthan,Karnal,SC,304854,SCH503,1975,2023
BEN09548,Reva Parmar,Male,43,Bihar,Satara,ST,439860,SCH518,35708,2025
BEN09549,Laban Sant,Female,26,Andhra Pradesh,Bulandshahr,OBC,209141,SCH435,25174,2017
BEN09550,Chakradev Dass,Female,70,Tamil Nadu,Nadiad,SC,414833,SCH515,32723,2024
BEN09551,Vrinda Kunda,Female,22,Delhi,Mathura,ST,111679,SCH055,17604,2023
BEN09552,Baghyawati Narang,Male,22,Tamil Nadu,Kharagpur,General,327568,SCH123,33172,2016
BEN09553,Dipta Arora,Male,24,Tamil Nadu,Guntur,ST,183602,SCH213,29587,2016
BEN09554,Dalbir Ganesh,Male,50,Delhi,Jamshedpur,ST,339416,SCH335,40850,2016
BEN09555,Aarna Rattan,Male,43,Delhi,Alwar,General,232010,SCH130,22035,2021
BEN09556,Deepa Hayer,Female,54,Bihar,Pondicherry,SC,130762,SCH122,1923,2023
BEN09557,Fitan Manne,Female,80,Maharashtra,Bellary,OBC,322694,SCH265,48001,2023
BEN09558,Ekansh Upadhyay,Male,74,Delhi,Shivpuri,OBC,261106,SCH379,25830,2024
BEN09559,Finn Guha,Female,45,Delhi,Vijayawada,ST,153921,SCH874,12832,2017
BEN09560,Netra Chana,Female,25,Maharashtra,Sirsa,OBC,127336,SCH834,7795,2019
BEN09561,Hemang Dhillon,Male,53,Maharashtra,Junagadh,SC,299480,SCH849,19491,2019
BEN09562,Jacob Nath,Female,27,Karnataka,Dindigul,SC,294854,SCH360,19137,2018
BEN09563,Leela Naidu,Male,18,Rajasthan,Vasai-Virar,SC,325313,SCH812,33457,2020
BEN09564,Lohit Mangat,Male,26,Maharashtra,Srikakulam,OBC,60461,SCH712,43270,2018
BEN09565,Onkar Tiwari,Male,50,Bihar,Jalgaon,General,388898,SCH151,23377,2023
BEN09566,Nidhi Modi,Male,19,Tamil Nadu,Guntur,OBC,329739,SCH209,23868,2022
BEN09567,Yug Batra,Female,54,Maharashtra,Pondicherry,General,440398,SCH007,42163,2018
BEN09568,Pratyush Bali,Female,66,Uttar Pradesh,Narasaraopet,General,497091,SCH893,30483,2024
BEN09569,Chandran Walla,Female,59,Bihar,Jalandhar,OBC,387234,SCH079,18869,2023
BEN09570,Chaaya Sandal,Male,31,Uttar Pradesh,Narasaraopet,SC,101063,SCH941,19211,2017
BEN09571,Balveer Bedi,Male,48,Karnataka,Siliguri,ST,110530,SCH247,26807,2017
BEN09572,Yug Singh,Male,53,Bihar,Ramgarh,OBC,445964,SCH477,26506,2016
